rank,path,pid,viewheading,probe_score,shophouse_score
421,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\92478_103.8735877691147_1.3108653151250127_202406_baseheading244.69_viewheading154.69_4.jpg,92478,154.69,0.9764,0.9921337366104126
422,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\160898_103.84678515098368_1.2803102784889986_202406_baseheading19.36_viewheading19.36_1.jpg,160898,19.36,0.9865,0.9921182990074158
423,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\144845_103.84663477773347_1.2845583283905033_202406_baseheading210.09_viewheading300.09_2.jpg,144845,300.09,0.988,0.9918930530548096
424,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\162779_103.84663477773347_1.2845583283905033_202406_baseheading210.09_viewheading300.09_2.jpg,162779,300.09,0.988,0.9918930530548096
425,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\163305_103.84665589714295_1.2845459417157183_202406_baseheading210.09_viewheading300.09_2.jpg,163305,300.09,0.988,0.9918930530548096
426,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\163306_103.84663477773347_1.2845583283905033_202406_baseheading210.09_viewheading300.09_2.jpg,163306,300.09,0.988,0.9918930530548096
427,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\144937_103.84260615327153_1.278272623071301_201710_baseheading209.82_viewheading299.82_2.jpg,144937,299.82,0.9774,0.9918786287307739
428,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\55251_103.84828633357374_1.281303153836434_202406_baseheading119.05_viewheading299.05_3.jpg,55251,299.05,0.9919,0.9917667508125305
429,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\144676_103.84210250928226_1.2792859518924478_202406_baseheading222.31_viewheading312.31_2.jpg,144676,312.31,0.9767,0.9917060136795044
430,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\165969_103.90292762008649_1.3091129103745003_202406_baseheading323.93_viewheading323.93_1.jpg,165969,323.93,0.9791,0.9915375709533691
431,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\35678_103.85813855026963_1.3157928892661785_202406_baseheading222.72_viewheading132.72_4.jpg,35678,132.72,0.9846,0.9914984107017517
432,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\22221_103.84426468036708_1.28409429113361_202406_baseheading299.60_viewheading299.60_1.jpg,22221,299.6,0.9918,0.99149090051651
433,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\154932_103.87699157674753_1.3118461111684987_202406_baseheading351.90_viewheading81.90_2.jpg,154932,81.9,0.9842,0.9914565682411194
434,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\121287_103.87699157674753_1.3118461111684987_202406_baseheading351.90_viewheading81.90_2.jpg,121287,81.9,0.9842,0.9914565682411194
435,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\154931_103.8769219850815_1.311827347461645_202406_baseheading351.90_viewheading81.90_2.jpg,154931,81.9,0.9842,0.9914565682411194
436,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\144844_103.8466998256911_1.2846796847922484_202406_baseheading210.86_viewheading300.86_2.jpg,144844,300.86,0.987,0.9913473725318909
437,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\70595_103.84504302809724_1.2818674550486036_202406_baseheading210.67_viewheading300.67_2.jpg,70595,300.67,0.9841,0.991346538066864
438,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\70698_103.87910411548432_1.3142548403657677_202406_baseheading164.53_viewheading164.53_1.jpg,70698,164.53,0.9837,0.9912009239196777
439,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\116454_103.87815190713049_1.314214021281379_202406_baseheading71.41_viewheading161.41_2.jpg,116454,161.41,0.9761,0.9909868836402893
440,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\137514_103.90109523387211_1.3112347356944583_202406_baseheading144.36_viewheading144.36_1.jpg,137514,144.36,0.9764,0.9908552169799805
441,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\145823_103.90056531420944_1.3119765588238226_202406_baseheading144.38_viewheading324.38_3.jpg,145823,324.38,0.9823,0.9907674193382263
442,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\150406_103.85738504537966_1.3086092696541942_202406_baseheading211.76_viewheading301.76_2.jpg,150406,301.76,0.9771,0.990541398525238
443,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\22219_103.84457774862098_1.2839158314526962_202406_baseheading299.27_viewheading119.27_3.jpg,22219,119.27,0.9877,0.9905102849006653
444,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\85618_103.85714988591631_1.3081883938893197_202406_baseheading211.16_viewheading121.16_4.jpg,85618,121.16,0.9792,0.9904403686523438
445,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\165919_103.8521613104885_1.3053426719696635_202406_baseheading50.26_viewheading140.26_2.jpg,165919,140.26,0.9881,0.9904131293296814
446,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\165968_103.90287634110578_1.3091839881944443_202406_baseheading324.28_viewheading144.28_3.jpg,165968,144.28,0.9761,0.9902446269989014
447,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\135737_103.9026662295808_1.3090325493554418_202406_baseheading324.28_viewheading144.28_3.jpg,135737,144.28,0.9761,0.9902389049530029
448,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\136859_103.9024483918821_1.3088018333233062_202406_baseheading324.28_viewheading144.28_3.jpg,136859,144.28,0.9761,0.9902389049530029
449,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\136582_103.9024483918821_1.3088018333233062_202406_baseheading324.28_viewheading144.28_3.jpg,136582,144.28,0.9762,0.9902284145355225
450,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\159655_103.8546900089933_1.3050417328650215_201807_baseheading38.77_viewheading218.77_3.jpg,159655,218.77,0.9753,0.990204930305481
451,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\30829_103.84891269412651_1.287019321949418_202403_baseheading153.67_viewheading333.67_3.jpg,30829,333.67,0.9863,0.9901069402694702
452,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\62981_103.86007903027719_1.3009115925116115_202406_baseheading323.62_viewheading323.62_1.jpg,62981,323.62,0.9782,0.9900564551353455
453,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\149842_103.84579027805337_1.2819410093095194_202406_baseheading33.29_viewheading303.29_4.jpg,149842,303.29,0.9914,0.9897913336753845
454,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\155324_103.85992426404944_1.3011216545253774_202406_baseheading323.34_viewheading143.34_3.jpg,155324,143.34,0.9775,0.9897242784500122
455,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\159164_103.85302621413415_1.3066287088393467_202203_baseheading106.90_viewheading196.90_2.jpg,159164,196.9,0.9807,0.9897115230560303
456,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\134093_103.85299080241833_1.306635592173697_202203_baseheading106.90_viewheading196.90_2.jpg,134093,196.9,0.9807,0.9897115230560303
457,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\35155_103.85745114493564_1.309674997485237_202406_baseheading317.95_viewheading317.95_1.jpg,35155,317.95,0.9825,0.9897016286849976
458,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\25776_103.85967534613637_1.3011482454823489_200910_baseheading255.49_viewheading255.49_1.jpg,25776,255.49,0.9844,0.9895994663238525
459,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\69210_103.86026731814857_1.3039117945646617_202406_baseheading239.91_viewheading329.91_2.jpg,69210,329.91,0.986,0.9895454049110413
460,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\17789_103.84446133993033_1.2787336816411687_202403_baseheading351.54_viewheading261.54_4.jpg,17789,261.54,0.9847,0.9895416498184204
461,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\144235_103.84446133993033_1.2787336816411687_202403_baseheading351.54_viewheading261.54_4.jpg,144235,261.54,0.9847,0.9895416498184204
462,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\94241_103.8538213182818_1.307554026643239_202406_baseheading281.57_viewheading281.57_1.jpg,94241,281.57,0.9829,0.9894798398017883
463,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\126010_103.88394279070572_1.3130988595598339_202406_baseheading355.22_viewheading355.22_1.jpg,126010,355.22,0.9863,0.9893159866333008
464,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\58147_103.88394279070572_1.3130988595598339_202406_baseheading355.22_viewheading355.22_1.jpg,58147,355.22,0.9863,0.9893159866333008
465,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\41462_103.88394279070572_1.3130988595598339_202406_baseheading355.22_viewheading355.22_1.jpg,41462,355.22,0.9863,0.9893159866333008
466,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\58146_103.88383887548139_1.3130775583070253_202406_baseheading355.22_viewheading355.22_1.jpg,58146,355.22,0.9863,0.9893159866333008
467,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\66924_103.88394573882542_1.3130978348549645_202406_baseheading355.22_viewheading355.22_1.jpg,66924,355.22,0.9863,0.9893159866333008
468,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\139623_103.84334687388065_1.2788330359986677_202402_baseheading177.99_viewheading87.99_4.jpg,139623,87.99,0.9856,0.9893125891685486
469,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\74544_103.85863109606284_1.3032090957697207_202406_baseheading332.64_viewheading242.64_4.jpg,74544,242.64,0.9749,0.9892555475234985
470,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\39874_103.84947764849063_1.2863262918725806_202110_baseheading230.03_viewheading140.03_4.jpg,39874,140.03,0.9784,0.9890835881233215
471,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\144079_103.84943269223518_1.2862943045796138_202110_baseheading230.03_viewheading140.03_4.jpg,144079,140.03,0.9784,0.9890835881233215
472,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\138460_103.84947764849063_1.2863262918725806_202110_baseheading230.03_viewheading140.03_4.jpg,138460,140.03,0.9784,0.9890835881233215
473,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\93325_103.84174089377666_1.2809093153570839_202406_baseheading200.11_viewheading110.11_4.jpg,93325,110.11,0.9744,0.9890243411064148
474,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\27479_103.84189092045992_1.280852044624751_202406_baseheading200.11_viewheading110.11_4.jpg,27479,110.11,0.9744,0.9890243411064148
475,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\42024_103.85158003111874_1.3240897049511688_202406_baseheading319.31_viewheading319.31_1.jpg,42024,319.31,0.9758,0.9889838099479675
476,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\29045_103.85158003111874_1.3240897049511688_202406_baseheading319.31_viewheading319.31_1.jpg,29045,319.31,0.9758,0.9889838099479675
477,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\17839_103.85158003111874_1.3240897049511688_202406_baseheading319.31_viewheading319.31_1.jpg,17839,319.31,0.9758,0.9889838099479675
478,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\89162_103.90252265985592_1.3109202212408908_202406_baseheading323.61_viewheading323.61_1.jpg,89162,323.61,0.9818,0.9889835715293884
479,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\116462_103.83921918631472_1.301200151740447_202406_baseheading107.27_viewheading287.27_3.jpg,116462,287.27,0.9884,0.9889528751373291
480,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\159790_103.85194998403385_1.3062260181159464_202403_baseheading296.05_viewheading296.05_1.jpg,159790,296.05,0.975,0.9889284372329712
481,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\159791_103.85192475362274_1.3061872389913147_202403_baseheading296.05_viewheading296.05_1.jpg,159791,296.05,0.975,0.9889284372329712
482,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\21474_103.84367535385346_1.2779982357235742_202406_baseheading196.27_viewheading286.27_2.jpg,21474,286.27,0.99,0.9889224767684937
483,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\159652_103.85498294933919_1.3054958872300924_202406_baseheading123.03_viewheading123.03_1.jpg,159652,123.03,0.9841,0.9887940287590027
484,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\163040_103.85656682996945_1.3100168836151302_202210_baseheading39.31_viewheading129.31_2.jpg,163040,129.31,0.9826,0.9887832999229431
485,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\33269_103.85672137999538_1.3099218716470309_202210_baseheading39.31_viewheading129.31_2.jpg,33269,129.31,0.9826,0.9887832999229431
486,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\160893_103.84718948470783_1.2811106168609996_202406_baseheading27.33_viewheading297.33_4.jpg,160893,297.33,0.9837,0.9886965751647949
487,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\57613_103.8480260334971_1.286941728434326_202403_baseheading208.79_viewheading298.79_2.jpg,57613,298.79,0.9846,0.9886292219161987
488,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\6777_103.85653826154717_1.298709162119429_202406_baseheading316.38_viewheading316.38_1.jpg,6777,316.38,0.989,0.9885824918746948
489,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\165647_103.84730529088563_1.2796910668357329_202403_baseheading128.31_viewheading308.31_3.jpg,165647,308.31,0.9805,0.9884258508682251
490,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\16383_103.85952508196942_1.303382085754937_202406_baseheading227.74_viewheading317.74_2.jpg,16383,317.74,0.9748,0.9883422255516052
491,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\150565_103.85559212847909_1.3090668485635035_202104_baseheading303.52_viewheading123.52_3.jpg,150565,123.52,0.9782,0.9883347749710083
492,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\6872_103.85192770431134_1.3057085707298621_201807_baseheading300.40_viewheading300.40_1.jpg,6872,300.4,0.983,0.9883309006690979
493,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\27389_103.84377551096607_1.283721660110581_202110_baseheading117.89_viewheading207.89_2.jpg,27389,207.89,0.982,0.9883124232292175
494,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\159211_103.85063771288388_1.3075128210122557_202402_baseheading130.36_viewheading310.36_3.jpg,159211,310.36,0.9803,0.9881425499916077
495,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\162651_103.83883105529331_1.302161135160698_202406_baseheading100.53_viewheading100.53_1.jpg,162651,100.53,0.9846,0.9881078600883484
496,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\162650_103.8387686273911_1.3019928512441772_202406_baseheading100.53_viewheading100.53_1.jpg,162650,100.53,0.9846,0.9881078600883484
497,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\84997_103.83879504584142_1.3019946650154635_202406_baseheading100.53_viewheading100.53_1.jpg,84997,100.53,0.9846,0.9881078600883484
498,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\162652_103.83884663511822_1.3022142079199508_202406_baseheading100.53_viewheading100.53_1.jpg,162652,100.53,0.9846,0.9881078600883484
499,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\17790_103.84445079798179_1.2785606355940797_202403_baseheading10.54_viewheading190.54_3.jpg,17790,190.54,0.9771,0.987938642501831
500,D:\Claude\SVI_FFW\SVI\Singapore\Singapore SVI\61181_103.85962589954339_1.3011082785389119_202406_baseheading51.94_viewheading141.94_2.jpg,61181,141.94,0.9885,0.987895131111145
